name,category,subcategory,editorial_group,locality,address,no_storefront,license,service_area,website,phone,verified_at
San Lorenzo Lumber & Home,Shopping,Lumber & hardware / home center,Shopping and errands,Felton,5843 Graham Hill Road,no,,San Lorenzo Valley,https://sanlorenzolumber.com/,831-335-4423,2026-07-17
Scarborough Building Supply,Shopping,Lumber and building materials,Shopping and errands,Boulder Creek,12990 Highway 9,no,,Boulder Creek and surrounding mountain communities,https://www.scarboroughlumber.com/pages/scarborough-building-supply,831-338-6467,2026-07-15
Scarborough Home & Garden,Shopping,Hardware and garden,Shopping and errands,Boulder Creek,13110 Highway 9,no,,Boulder Creek and surrounding mountain communities,https://www.scarboroughlumber.com/pages/scarborough-home-garden,831-610-8187,2026-07-15
Stumptown Supply,Shopping,Local apparel and gifts,Shopping and errands,Boulder Creek,,no,,United States shipping; local pickup availability varies,https://www.stumptownsupply.com/,,2026-07-15
SWAG,Shopping,"Vintage, music, and local gifts",Shopping and errands,Boulder Creek,13026 Highway 9,no,,Boulder Creek,https://www.swagbouldercreek.com/,831-295-9191,2026-08-05
The Abbot's Thrift,Shopping,Thrift store,Shopping and errands,Felton,6164 Highway 9,no,,San Lorenzo Valley and Santa Cruz County,https://theabbotsthrift.org/,831-335-0606,2026-07-17
Wild Lilith,Shopping,Fashion and vintage boutique,Shopping and errands,Boulder Creek,13120 Highway 9,no,,Boulder Creek,https://www.instagram.com/wildlilithbc/,831-970-1926,2026-08-16
Enterprise Sports Club,Sports & Fitness,Athletic club,"Beauty, health and fitness",Scotts Valley,"100 Enterprise Way, Suite G100",no,,Scotts Valley and surrounding communities,https://www.enterprisesportsclub.com/,831-920-0912,2026-07-17
Lone Wolf Kenpo Academy,Sports & Fitness,Martial arts school,"Beauty, health and fitness",Boulder Creek,13089 Highway 9,no,,Boulder Creek and the San Lorenzo Valley,https://www.karatebouldercreek.com/,831-703-4372,2026-08-07
MADabolic Scotts Valley,Sports & Fitness,Gym,"Beauty, health and fitness",Scotts Valley,"262 Mount Hermon Road, Suite 101",no,,Scotts Valley and surrounding communities,https://madabolic.com/ca/scotts-valley/,831-202-5234,2026-07-17
Oakstrong Martial Arts,Sports & Fitness,Martial arts,"Beauty, health and fitness",Felton,6191 Highway 9 (Felton Community Hall),no,,Felton and the San Lorenzo Valley,https://www.oakstrong.net/oakstrong-martial-arts-tang-soo-do-karate-classes-in-santa-cruz/,,2026-07-16
San Lorenzo Valley Martial Arts,Sports & Fitness,Martial arts,"Beauty, health and fitness",Felton,"6116 Highway 9, Suite 2B",no,,Felton and the San Lorenzo Valley,https://www.facebook.com/slvmartialarts,831-704-7924,2026-07-16
SCM Community Fitness,Sports & Fitness,Gym,"Beauty, health and fitness",Felton,6500 Highway 9,no,,Felton and the San Lorenzo Valley,https://www.scmcf831.com/,831-334-0264,2026-07-16
Scotts Valley Gym,Sports & Fitness,Gym,"Beauty, health and fitness",Scotts Valley,105 Whispering Pines Drive,no,,Scotts Valley and the San Lorenzo Valley,https://scottsvalleygym.com/,831-332-5555,2026-07-16
Toadal Fitness Scotts Valley,Sports & Fitness,Gym,"Beauty, health and fitness",Scotts Valley,269 Mount Hermon Road,no,,Scotts Valley and surrounding communities,https://www.toadalfitness.com/scotts-valley,831-430-9200,2026-07-16
Treetop Pilates & Wellness,Sports & Fitness,Classical pilates studio,"Beauty, health and fitness",Boulder Creek,"13350 West Park Avenue, Unit A1",no,,San Lorenzo Valley,https://treetoppilates.wordpress.com/,831-419-0202,2026-07-24
Community Bridges Lift Line,Transportation,Senior & Disability Transportation,Cars and getting around,Watsonville,545 Ohlone Parkway,no,,"Santa Cruz County, including Boulder Creek",https://communitybridges.org/liftline/,831-688-9663,2026-07-15
METRO ParaCruz,Transportation,ADA Paratransit,Cars and getting around,Soquel,"2880 Research Park Drive, Suite 160",no,,"METRO ADA service area, including eligible SLV trips",https://scmtd.com/en/metro-paracruz/customer-guide,831-425-4664,2026-07-15
Santa Cruz METRO,Transportation,Public Bus Service,Cars and getting around,Santa Cruz,603 Front Street,no,,"Santa Cruz County, including Boulder Creek",https://scmtd.com/,831-425-8600,2026-07-15
Christianson Tree Experts,Tree Care & Defensible Space,Tree care,Building and maintaining property,Boulder Creek,13041 Pine Street,no,"CSLB #826077 (active, C-61/D49)",Boulder Creek and Santa Cruz County,https://christiansontreeexperts.com/,831-338-6984,2026-07-15
Klus Services,Tree Care & Defensible Space,Tree work and property maintenance,Building and maintaining property,Boulder Creek,,no,,San Lorenzo Valley,https://www.facebook.com/KlusServices,669-268-6000,2026-07-22
Stellar Tree Care,Tree Care & Defensible Space,Tree care and fire mitigation,Building and maintaining property,Boulder Creek,,yes,,Boulder Creek and the Santa Cruz Mountains,https://www.stellartreecare.com/,831-227-5414,2026-07-15
Sunderland Tree Service,Tree Care & Defensible Space,Tree care and defensible space,Building and maintaining property,Boulder Creek,,yes,,Boulder Creek and the Santa Cruz Mountains,https://sunderlandtree.com/,831-338-2197,2026-07-15
Travis Tree Professionals,Tree Care & Defensible Space,Tree care,Building and maintaining property,Boulder Creek,,yes,"CSLB #1012641 (active, C-61/D49)",Boulder Creek and the San Lorenzo Valley,https://www.travistreeprofessionals.com/,831-338-6361,2026-07-15
GreenWaste Recovery - Santa Cruz County,Utilities & Essential Services,"Garbage, Recycling & Organics","Civic, emergency and community",Santa Cruz County,,no,,"Unincorporated County, including Boulder Creek",https://www.greenwaste.com/service-areas/santa-cruz-county/,831-426-2711,2026-07-15
Pacific Gas and Electric Company,Utilities & Essential Services,Electricity & Gas,"Civic, emergency and community",Northern and Central California,,no,,"PG&E territory, including Boulder Creek",https://www.pge.com/,877-660-6789,2026-07-15
San Lorenzo Valley Water District,Utilities & Essential Services,Water Service,"Civic, emergency and community",Boulder Creek,13060 Highway 9,no,,SLVWD customers,https://www.slvwd.com/,831-338-2153,2026-07-15
Big Basin Vineyards,Vineyards & Wine Tasting,"Winery, tasting room and events",Wineries and lodging,Boulder Creek,830 Memory Lane,no,,,https://www.bigbasinvineyards.com/,(831) 515-7278,2026-07-17
Burrell School Vineyards & Winery,Vineyards & Wine Tasting,Winery and tasting room,Wineries and lodging,Los Gatos,24060 Summit Road,no,,,https://burrellschool.com/,(408) 353-6290,2026-07-17
Byington Vineyard & Winery,Vineyards & Wine Tasting,Winery and tasting room,Wineries and lodging,Los Gatos,21850 Bear Creek Road,no,,,https://byington.com/,(408) 354-1111,2026-07-17
David Bruce Winery,Vineyards & Wine Tasting,Winery and tasting room,Wineries and lodging,Los Gatos,21439 Bear Creek Road,no,,,https://www.davidbrucewinery.com/,(408) 399-5807,2026-07-17
Griffin Hill Vineyards,Vineyards & Wine Tasting,"Winery, by appointment",Wineries and lodging,Los Gatos,,yes,,,https://www.griffinhillvineyards.com/,(650) 799-3327,2026-07-17
Hallcrest Vineyards,Vineyards & Wine Tasting,Winery & tasting room,Wineries and lodging,Felton,379 Felton Empire Road,no,,San Lorenzo Valley,https://www.hallcrestvineyards.com/,831-335-4441,2026-07-17
Lago Lomita Vineyards,Vineyards & Wine Tasting,"Winery and event venue, tasting by appointment",Wineries and lodging,Los Gatos,25200 Loma Prieta Avenue,no,,,https://www.lagolomita.com/,(408) 802-8752,2026-07-17
Loma Prieta Winery,Vineyards & Wine Tasting,Winery and tasting room,Wineries and lodging,Los Gatos,,no,,,https://lomaprietawinery.com/,,2026-07-17
Muccigrosso Vineyards,Vineyards & Wine Tasting,"Winery, no public tasting room",Wineries and lodging,Los Gatos,,yes,,,https://www.muccigrosso.com/,,2026-07-17
Muns Vineyard,Vineyards & Wine Tasting,"Winery, by appointment",Wineries and lodging,Los Gatos,,yes,,,https://www.munsvineyard.com/,(408) 234-2079,2026-07-17
A Paper Flower Wedding,Wedding Services,Day-of wedding coordination and paper florals,"Weddings, parties and events",Santa Cruz,,yes,,Santa Cruz County,https://apaperflowerwedding.com/,,2026-07-17
aSantaCruzDJ,Wedding Services,Wedding DJ,"Weddings, parties and events",Santa Cruz,,yes,,Santa Cruz County and Northern California,http://www.asantacruzdj.com/,,2026-07-17
Cristal Stephani Makeup Artist,Wedding Services,Wedding makeup,"Weddings, parties and events",Santa Cruz,,yes,,Santa Cruz County and the Bay Area,https://www.cristalstephani.com/,,2026-07-17
DJ Warwick,Wedding Services,Wedding DJ,"Weddings, parties and events",Ben Lomond,,yes,,"Santa Cruz County, including the San Lorenzo Valley",https://djwarwick.com/,,2026-07-17
Elope Santa Cruz and Monterey Bay,Wedding Services,Wedding officiant,"Weddings, parties and events",Santa Cruz,,yes,,"Santa Cruz, Monterey, and Big Sur",https://elopesantacruz.com/,,2026-07-17
ICON DJ,Wedding Services,Wedding DJ,"Weddings, parties and events",Santa Cruz,,yes,,"Santa Cruz County, including Felton and Scotts Valley",https://icondj.com/,,2026-07-17
Kala Ketchum Makeup & Hair,Wedding Services,Wedding hair and makeup,"Weddings, parties and events",Santa Cruz,,yes,,Santa Cruz County and the Bay Area,https://www.kalaketchum.com/,,2026-07-17
Santa Cruz DJ Company,Wedding Services,DJ and MC services,"Weddings, parties and events",Scotts Valley,4404 Scotts Valley Drive,no,,"Santa Cruz, Monterey, and San Luis Obispo counties",https://www.santacruzdj.com/,831-425-2048,2026-07-17
Maggiora Bros. Drilling,Well & Pump / Water,Well drilling and pump service,Building and maintaining property,Watsonville,595 Airport Boulevard,no,"CSLB #249957 (active, C-8, C-12, C-42, C-57)",Santa Cruz County; confirm mountain coverage for a specific job,http://maggiorabros.com/,831-724-1338,2026-07-16
Tavares Plumbing and Pumps,Well & Pump / Water,Well and pump service,Building and maintaining property,San Jose,,yes,"CSLB #1100508 (active, C-36, C-57)","San Lorenzo Valley, including Boulder Creek, Ben Lomond, and Felton",https://tavareswellpumps.com/,650-879-8113,2026-07-16
